|speaker|utterance|emotion|annotation
9499|Phoebe|oh, that is so unfortunate.|2|0050000
9501|Phoebe|cute naked guy is really starting to put on weight.|7|1120001
9502|Monica|okay, ill be back in just a minute. oh, phoebe im sorry that i left lipstick marks on the phone.|0|3020000
9503|Phoebe|you didnt leave lipstick marks on the phone.|0|4000010
9504|Monica|oh, then it mustve been you. bye.|0|4000001
9505|Phoebe|bye-bye!  thats why i moved out.|7|2000201
9506|Ross|hey, y'know while were on that, when are you gonna tell my sister that you dont live here anymore.|0|3000110
9507|Phoebe|i think on some levels she already knows.|0|4010000
9508|Jeannine|night mon. night julio.|0|5000000
9509|Julio|adios.|0|5000000
9510|Monica|look julio, someone left their book here.|5|1100030
9511|Julio|ah actually, that is mine.|0|4000010
9512|Monica|oh yeah, what are you reading?|0|3000020
9513|Julio|flowers of evil, by beaudalire. have you read it?|0|5000000
9514|Monica|have i read it?  no, are you enjoying it?|0|4100000
9515|Julio|i thought i would, but the translation's no good.|0|3020000
9516|Monica|your a poet and don't know it.|0|3100010
9517|Julio|actually i ah, i am a poet.|0|4100000
9518|Monica|oh, then you do know it.  so um what kind of things do you write about?|0|4100000
9519|Julio|things that move me. the, the shadow of a tree, a child laughing, or this lip.|0|4100000
9520|Monica|mine?  right here?|0|3000020
9521|Julio|i can write an epic poem about this lip.|1|2300000
9522|Monica|how would that go?  well, it didn't rhyme, but i liked it.|1|2300000
9523|The Conductor|last stop, montreal. this stop is montreal.|0|5000000
9525|Woman On Train|i made a bet with myself that you have beautiful eyes. now that i see them, i win.|0|3200000
9527|Woman On Train|were at my stop. but would you like to have coffee?|0|5000000
9528|Ross|are we really in montreal?!|5|0000050
9529|Woman On Train|yes we are. so, coffee?|0|4001000
9530|Ross|coffee sounds great.  wait, so, so you live in montreal?|7|2200010
9531|Woman On Train|oh, no. but its just a two hour ferry ride to nova scotia.|0|4001000
9532|Monica|okay, heres batch 22.|0|5000000
9533|Monica|oh, maybe thesell taste a little like your grandmothers.|7|2100020
9534|Monica|this has a little bit of orange peel, but no nutmeg.|0|4000010
9535|Ross|lets give it a shot.|0|3200000
9536|Monica|okay. man, i have|0|4100000
9537|Phoebe|oh, what was that for? like a bake sale?|5|2000030
9538|Monica|no, just a friday night.|0|5000000
9539|Phoebe|would she?|0|3000020
9540|Joey|would she?  you ate my candy bar!|4|0000311
9541|Rachel|oh god, i hate my job, i hate it, i hate my job, i hate it.|6|0000203
9542|Monica|i know honey, im sorry.|2|0050000
9543|Rachel|oh, i wanna quit, but then i think i should stick it out, then i think why would such a person stay in such a demeaning job, just because its remotely related to the field theyre interested in.|2|1030001
9544|Monica|gee, i dont know rach. order up!! i got a yentel soup, a james beans, and a howdy hold the dowdy!|7|2100002
9545|Rachel|oh honey, come on, im sorry, i didnt....|2|0050000
9546|Rachel|i dont mind paying my dues, y'know, its just how much am i gonna learn about fashion by walking mira, the arthritic seamstress, to the bathroom.|6|0020003
9547|Rachel|hi! is my misery amusing to you?|4|0000302
9548|Guy|im sorry, i wa, i wa, i was just ah....|3|1013000
9549|Rachel|its not funny, this is actually my job.|4|0000401
9550|Guy|oh believe me, i-i-ive been there. i had to sort mannequin heads at that mannequins plus.|0|3011000
9551|Rachel|oh well then, so im just going to go back to talking to my friend here.|7|1020101
9552|Rachel|and you can go back to enjoying your little hamburger.|7|1000202
9553|Guy|ah, just one other thing.|0|5000000
9554|Rachel|yes?!|7|2000201
9555|Guy|i ah, i work at|0|4001000
9556|Rachel|do you want my pickle?|0|4000010
9557|Phoebe|do you think they have yesterday's daily news?|0|5000000
9559|Phoebe|just wanna check my horoscope, see if it was right.|0|5000000
9562|Monica|don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.|7|2101010
9563|Phoebe|where?  ooh, come to momma.|1|0400010
9564|Monica|he's coming. be cool, be cool, be cool.|7|1102010
9565|Phoebe|we should do something. whistle.|1|2300000
9566|Monica|we are not going to whistle.|7|1002101
9567|Phoebe|come on, do it.|0|3200000
9569|Phoebe|do it!|1|2300000
9571|Phoebe|do it do it do it!|1|1400000
9572|Monica|woo-woo!|1|0500000
9573|Phoebe|i can't believe you did that!|5|0000131
9574|Monica|hi! umm, im monica geller, im the chef at alessandros.|0|4001000
9575|The Food Critic|still?|5|1000031
9576|Monica|i think the things that you said about me are really unfair, and i would like for you to give my bouillabaisse another chance.|7|2001200
9577|The Food Critic|i dont see any reason why i would do that to myself again.|7|2000201
9578|Joey|either eat it, or be in it.|4|2000300
9579|Monica|spoon?  so, what do you think?|7|2001110
9580|The Food Critic|im torn, between my integrity and my desire to avoid a beating. but i must be honest, your soap is abysmal.|6|1000103
9581|Joey|thata girl! huh? we should get out of here; theres a new class comin in.|7|1200020
9582|The Cooking Teacher|welcome to introduction to cooking. now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?|0|5000000
9583|Monica|i can.|0|3200000
9584|The Cooking Teacher|okay, go ahead.|0|5000000
9585|Monica|well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.|0|4100000
9586|The Cooking Teacher|thats very good, whats your name?|0|3200000
9588|The Cooking Teacher|monica, you go to the head of the class.|0|4100000
9590|Phoebe|and there's a country called argentinaaaa,    it's a place i've never seeeeen.|0|3110000
9591|Phoebe|but i'm told for fifty pesos you can buy a    human spleen.|0|3100001
9592|Phoebe|humaaan spleeeeen.|0|3100001
9593|Phoebe|olè!|1|1400000
9594|Monica|what are you doing here!|5|1000040
9595|Phoebe|well, you said that you had customers lined up in the street,    so i am here to entertain!|1|1400000
9598|Phoebe|it really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!|1|1300010
9599|Phoebe|"yeah, ""you suck"" and ""shut up and go home""."|7|2200100
9600|Monica|listen phoebe...|7|2021000
9602|Monica|you know how much i love listening to your music, you know,    but...|0|3011000
9603|Phoebe|but what?|0|4001000
9604|Monica|this is kind of a classy place.|0|4010000
9605|Phoebe|ok, say no more.|0|5000000
9606|Joey|i'm so bored! stupid rain, we... we can't do anything.|7|0120200
9607|Rachel|well, i've brought some books. we could read.|0|4010000
9608|Joey|hey, it hasn't come to that yet.|7|2010002
9609|Joey|hey hey hey! don't mind if i do!|7|0210020
9610|Waiter|i'm sorry sir, these are for the pharmaceutical convention|0|3020000
9611|Joey|hey rach, do you feel like going to a convention?|0|5000000
9612|Rachel|we can't. we're not pharmacists!|7|2000120
9613|Joey|i know we're not, but  frank medeio and...  eva trorro... womba...|0|4010000
9614|Rachel|kate miller?|0|3010010
9615|Joey|kate miller it is.|0|5000000
9616|Rachel|and... that's the most sex i'm gonna have this weekend.|7|2200001
9617|Joey|in that case should i make sure it's on real good?|0|4100000
9620|Monica|we heard about your pants, i'm so sorry.|2|0050000
9621|Ross|this year was supposed to be great!|7|0020201
9622|Ross|but, it's only the second day and i'm a loser with stupid leather pants that don't even fit!|6|0010103
9623|All|no. no, you're not a loser.|2|2030000
9624|Ross|look at me!|7|1000112
9625|Monica|hey, hey, look. look ross, ben drew a picture of you!  huh? you're-you're a cowboy!|1|1300010
9626|Ross|oh, be-because of the leather pants.|7|2010110
9627|Monica|see? ben doesn't think you're a loser, he thinks you're a cowboy! now that's something.|1|0500000
9629|Rachel|that really is something; that's really cool.|1|0500000
9630|Joey|howdy partner!|1|0500000
9631|Ross|maybe i should get another pair!|1|1400000
9632|Ross|ooh, y'know, they-they had some with fringe all down the sides.|1|2300000
9633|Ross|i'm gonna go kiss ben goodnight.|1|2300000
9634|Ross|i can't believe he thinks i'm a cowboy.|7|1200020
9635|Ross|i would make a good cowboy.|1|2300000
9636|Monica|okay, now that everything's wrapped up here, i think i'm, i'm gonna go do my laundry.|0|5000000
9637|Chandler|oh yeah, me too. y'know if this shirt is dirty.  yep.|0|5000000
9638|Ross|no you didn't. you said you would, but you never did!|7|2000201
9640|Joey|great nap.|0|3200000
9641|Ross|it really was.|0|3200000
9642|Joey|uh me? gay? no! no. no, but i have a number of close friends who are.|7|1002020
9643|The Interviewer|so, lets talk about women. im sure our female readers will be interested to know about your romantic life.|0|5000000
9644|Joey|"oh-oh-oh-oh, how i do it is, i look a woman up and down and say, ""hey, how you doin?"""|0|5000000
9645|Phoebe|oh, please!|6|0000104
9647|Phoebe|hey mikey|0|3200000
9648|Mike|hey p|0|3200000
9650|Mike|setting rat traps.|0|4000100
9651|Phoebe|to kill bob??|5|0001031
9652|Mike|no, no, to test his neck strength.|0|3100100
9653|Phoebe|no, mike, i don't want to kill him!|7|0012011
9654|Phoebe|i thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.|7|1012010
9655|Mike|ok, ok, i'll throw away the traps.|0|3000002
9656|Phoebe|i'll find bob, i'll get him.|0|3001100
9657|Phoebe|bob?|3|2003000
9658|Phoebe|bob!|7|2002010
9659|Phoebe|robert!|7|1001120
9660|Phoebe|oh wait, i think i hear him.|7|1200020
9661|Phoebe|oh - oh my god!|5|0000050
9662|Phoebe|bob    had babies!|5|0200030
9663|Phoebe|bob's a mom!|5|0200030
9664|Mike|better think of a new name for him.|7|2100002
9665|Phoebe|i don't know, i kinda like bob for a girl.|0|3100010
9666|Mike|i don't know, i mean i'm not sure  ...|0|4000001
9667|Phoebe|oh my god, we killed bob!|7|0021020
9668|Mike|maybe it wasn't bob, maybe it was a mouse.|0|4001000
9669|Phoebe|suzie?|0|4001000
9670|Joey|hmmm, soup!|1|0400010
9671|Carol|joey, ross is gonna be here any second, would you mind watching ben for me while i use the ladies' room?|0|5000000
9672|Joey|oh yeah, no problem.|0|5000000
9674|Joey|hi ben! so you wanna be an actor huh? i gotta tell ya, it's no picnic. there's tons of rejection.|2|1040000
9676|Monica|what one? you wanted him to invite you to the party and he did it!|5|1000130
9677|Rachel|yeah, but he waited until the last minute!|4|0000320
9678|Rachel|so if i said yes, he would know i had nothing better to do than wait around for an invitation to his stupid party.|4|0100301
9679|Rachel|"i said, ""no!"""|4|0000500
9680|Rachel|which puts|0|4000010
9681|Monica|great. so the ball is in his court?|7|2200010
9682|Rachel|ball? there is no ball.|7|2000012
9683|Danny|oh, hey rach! i thought we said seven?|5|2000030
9684|Rachel|yeah uh, y'know what uh, let's skip it.|0|4010000
9686|Rachel|umm, you-you and your sister seem to have umm, a very special bond, and|0|4000001
9687|Danny|oh great! that|7|2000111
9688|Rachel|well, okay, look. i don't know, listen, i don't know what's going on here but let's|0|3011000
9689|Danny|do-do you, do you have brothers?|0|3000110
9690|Rachel|no, i have two sisters. but one of them has a very masculine energy.|0|5000000
9691|Danny|are you close with them?|0|5000000
9692|Rachel|no-no, they're not very nice people.|0|3010001
9693|Danny|okay, listen, i really like you.|0|5000000
9695|Danny|i think this can go somewhere.|0|5000000
9696|Danny|so what if i'm close to my family, are you gonna let that stand in the way of us?|0|4000100
9697|Rachel|well, uh, i-i don't know. see when-when you put it that way y'know it does sort of|0|4001000
9698|Krista|danny! hurry up! the bath is getting cold!|0|3100100
9700|Rachel|yeah, okay, i'll see you later.|0|3000101
9701|Ross|its over.|7|1010201
9702|Rachel|oh, was it awful?|7|2001020
9703|Ross|well, it was loong.|7|2020001
9704|Ross|i didnt even realise how late it was, until i noticed the 5 oclock shadow on her head.|0|3010010
9705|Ross|anyway, she didnt want to stay.|2|2030000
9706|Ross|i called a cab; she just left.|0|3020000
9707|Rachel|i wrote you a letter.|0|5000000
9708|Ross|ohh! thank you! i like mail.|1|0400010
9709|Rachel|its just some things ive been thinking about.|0|3002000
9710|Rachel|some things about us, and before we can even think about the two of us getting back together, i just need to know how you feel about this stuff.|0|3002000
9711|Ross|okay.  wow, its-its 5:30 in the morning.  so, id better get cracking on this baby.|0|3000020
9712|Rachel|well, ill be waiting for you, just come up when youre done.|0|4010000
9713|Ross|okay, ill be up in,  18 pages. front and back. very exciting.|7|0210011
9714|Monica|the waiter carried the breadsticks in his pants!|7|0100121
9715|Allesandro|well, you said that we except the|0|3001010
9716|Monica|all right, that ill retract.|0|4010000
9717|Monica|but i stand by my review, i know food and that wasnt it.|6|0000005
9718|Monica|youre marinara sauce tasted like tomato juice!|6|0000014
9719|Monica|you should serve it with vodka and a piece of celery.|6|1000004
9720|Allesandro|hey! im proud of that sauce, its delicious.|4|0000320
